100	216623197.666667
150	220118011.833333
200	212275498.000000
250	212801665.666667
300	229649523.666667
350	221845667.500000
400	205685185.500000
450	207769193.666667
500	207163345.666667
550	230490909.500000
600	247096254.000000
650	302844923.666667
700	317176411.000000
750	343915800.666667
800	352646735.833333
850	397654135.833333
900	430938182.666667
950	475757136.500000
1000	523887106.333333
1100	644172568.333333
1200	779350554.000000
1300	944789869.333333
1400	1083366790.500000
1500	1285479451.333333
1600	1481937297.833333
1700	1712909094.166667
1800	2011032587.500000
1900	2330902342.500000
2000	2699202471.666667
2100	3055225426.166667
2200	3467733268.500000
2300	3931051085.500000
2400	4515221241.666667
2500	5126021879.166667
2600	5674929638.500000
2700	6289276457.000000
2800	6966664679.666667
2900	7702610427.500000
3000	8577397748.000000
3100	9352996251.666666
3200	10147470545.500000
3300	11227191342.666666
3400	12201017199.166666
3500	13324990302.500000
