100	1890267.666667
150	5162697.666667
200	9635000.000000
250	14646350.000000
300	20408622.666667
350	29120952.333333
400	38823215.333333
450	45668406.500000
500	59739562.666667
550	73658596.333333
600	80171986.000000
650	101973516.333333
700	120750347.000000
750	133429128.500000
800	153680080.833333
850	174116564.000000
900	185890963.666667
950	216523835.500000
1000	238341844.000000
1100	295273440.333333
1200	325202462.666667
1300	381224314.333333
1400	474436303.666667
1500	547723766.666667
1600	622882558.166667
1700	717039998.500000
1800	765325982.833333
1900	877183915.333333
2000	957824810.333333
2100	1746300755.500000
2200	2281497480.500000
2300	2468175989.166667
2400	2394633811.833333
2500	2928712372.500000
2600	2957282186.666667
2700	3189474091.833333
2800	3572929030.833333
2900	3724102006.666667
3000	3877652419.500000
3100	3951711188.833333
3200	4285511375.166667
3300	4522584222.833333
3400	4786833919.833333
3500	4966499035.500000
