100	1286597.333333
150	3051555.833333
200	8430860.333333
250	12540157.166667
300	30804927.333333
350	38867255.833333
400	77503481.166667
450	110530900.333333
500	155412089.000000
550	208252610.666667
600	259727331.500000
650	338706942.333333
700	425868728.000000
750	520525424.833333
800	631139717.500000
850	674824109.333333
900	552961811.666667
950	860267468.500000
1000	998395875.833333
1100	1480027400.000000
1200	1669770401.666667
1300	1950019371.500000
1400	2494011850.666667
1500	2414528341.666667
1600	3016156673.666667
1700	3198092776.500000
1800	3011782098.500000
1900	3829438430.500000
2000	4253443118.333333
2100	4974664500.833333
2200	5298428830.500000
2300	5546369218.500000
2400	5911124991.500000
2500	6305398632.833333
2600	6724976124.000000
2700	6206219644.333333
2800	7773987080.500000
2900	8026827564.500000
3000	8764505055.666666
3100	7880438100.000000
3200	9944125542.333334
3300	10643920843.333334
3400	11036622457.500000
3500	11760746303.000000
