100	258637.333333
150	516668.333333
200	839990.833333
250	1434229.833333
300	3944565.666667
350	5509381.666667
400	6100932.666667
450	9326115.666667
500	9664414.833333
550	30474792.166667
600	23146760.500000
650	28649738.333333
700	27897638.500000
750	38416215.000000
800	47660315.833333
850	56087570.333333
900	73206724.000000
950	84274082.666667
1000	86416265.333333
1100	118675330.000000
1200	167245999.833333
1300	227828316.000000
1400	231935576.166667
1500	278130899.666667
1600	354027260.166667
1700	468304332.166667
1800	615278112.000000
1900	652119674.833333
2000	715762080.666667
2100	999560894.166667
2200	886800053.333333
2300	988332420.166667
2400	1270435078.833333
2500	1493008087.166667
2600	1642580367.666667
2700	1855137373.333333
2800	1768743018.000000
2900	2355446903.500000
3000	2139165681.666667
3100	2819022538.166667
3200	2684687415.666667
3300	2840389085.166667
3400	3574904934.166667
3500	3375979064.833333
