100.0	223187.333333
108.18043572069756	300853.4535219462
150.0	516668.333333
200.0	839990.833333
250.0	1434229.833333
281.4149200810418	3011469.824948265
300.0	3480091.5
350.0	4782518.166667
392.84928974921405	6016332.470675748
400.0	6100932.666667
403.623583394149	6334667.057904831
450.0	7773666.666667
500.0	8156329.666667
550.0	16569662.333333
572.4346453079111	21307981.616398934
590.0893634050501	24599269.67609245
600.0	23146760.5
650.0	28649738.333333
700.0	27897638.5
750.0	38416215.0
759.1782376737513	40113106.09056906
800.0	37246439.333333
850.0	41857083.166667
900.0	57952334.5
950.0	67226249.5
1000.0	61959091.166667
1025.2596672982613	81911927.51339787
1098.7987915002827	118287831.37329473
1100.0	118675330.0
1200.0	167245999.833333
1210.4331504285399	173566644.012095
1228.1713501352644	179827071.38667458
850.0	186931668.333333
900.0	185164579.333333
946.8742419769678	231198745.3642714
950.0	231347839.333333
956.3245553127883	232166955.40786436
970.523122477852	227449043.86743188
1000.0	207749046.666667
1017.8140045432866	215259714.87796894
1029.6642312783079	218458080.13204187
1100.0	220363555.0
1200.0	203082800.833333
1228.1713501352644	179827071.38667458
1456.5804913412815	211210936.6584992
1300.0	255323160.333333
1400.0	261014629.833333
1439.0403730887729	272795407.6599031
1456.5804913412815	211210936.6584992
1506.3489252163085	231212877.4400626
1493.8848234929567	279742272.20071894
1500.0	280324437.666667
1506.3489252163085	231212877.4400626
2400.0	1164524531.0
2500.0	1289761910.666667
2530.6200290764878	1384141851.9080613
2600.0	1443448994.666667
2700.0	1557019276.333333
2800.0	1328750654.833333
2900.0	1814728805.666667
3000.0	1530414211.833333
3100.0	2017650721.166667
3146.091787564064	2295320338.9058027
3200.0	2318031035.833333
3288.490593125706	2486807740.936153
3300.0	2469474095.833333
3347.791486637085	2863144399.1780148
3378.2506600172815	3089006228.6548533
3400.0	3163471487.666667
3419.0713541952623	3168415406.561646
3444.4214830235264	3059595418.585141
3500.0	2767319449.666667
