100	206243480.166667
150	276351601.000000
200	264976795.333333
250	386335524.833333
300	331448776.500000
350	336628726.166667
400	362361093.333333
450	411334037.833333
500	449587757.166667
550	729292545.166667
600	899190901.000000
650	1082989103.166667
700	1224156820.500000
750	1369695949.166667
800	1511298248.333333
850	1713686243.000000
900	1950164366.333333
950	2201983429.666667
1000	2402233806.000000
1100	3051433886.166667
1200	3627583914.333333
1300	4495267670.666667
1400	5215485739.500000
1500	6076890681.166667
1600	6571413480.333333
1700	7408917591.333333
1800	8161978233.333333
1900	8996888167.166666
2000	10107638083.666666
2100	11166994297.833334
2200	12704342290.166666
2300	15839288477.000000
2400	16242740860.666666
2500	18194591652.000000
2600	20129395376.000000
2700	22806833040.000000
2800	24418413891.333332
2900	27881070366.833332
3000	29870403413.333332
3100	33645338108.500000
3200	37137054709.666664
3300	39357562023.833336
3400	41312720587.333336
3500	46207930526.833336
