100	206817511.166667
150	222545760.833333
200	225462111.500000
250	228654588.166667
300	214470253.500000
350	221555211.500000
400	232271090.000000
450	238783349.666667
500	242166218.666667
550	245653368.333333
600	243223744.333333
650	287115312.166667
700	344993583.333333
750	370231633.333333
800	404302842.500000
850	421748696.666667
900	484392114.500000
950	519664446.666667
1000	566238773.833333
1100	687941339.000000
1200	809999874.500000
1300	965332438.666667
1400	1144620070.000000
1500	1326048032.000000
1600	1527821546.500000
1700	1811263929.166667
1800	2114792754.833333
1900	2470296704.333333
2000	2787218814.333333
2100	3270069128.666667
2200	3666628285.000000
2300	4298427379.000000
2400	4546271005.500000
2500	5345303915.666667
2600	5922339805.000000
2700	6739637007.333333
2800	7152732868.666667
2900	8113107876.000000
3000	8886887210.500000
3100	10101857082.166666
3200	10597687034.333334
3300	12032524484.833334
3400	12927610874.333334
3500	14371266237.166666
