100	6567484.833333
150	15267766.666667
200	27396123.666667
250	47939097.166667
300	78413037.500000
350	138924374.333333
400	212739111.166667
450	255625204.333333
500	378478642.000000
550	494312691.166667
600	624276383.333333
650	866913071.166667
700	1076629702.666667
750	1372738367.833333
800	1552120623.166667
850	2238304145.833333
900	2560729281.166667
950	3116899581.666667
1000	3166088956.833333
1100	4761803289.666667
1200	6124190375.333333
1300	8115095548.333333
1400	9243420218.666666
1500	12448150323.500000
1600	14445486156.000000
1700	19751607738.666668
1800	21355534097.500000
1900	26665331379.666668
2000	27536472616.666668
2100	34927541570.000000
2200	36975176997.500000
2300	55524275935.166664
2400	46900626147.333336
2500	58530326260.166664
2600	60837995303.166664
2700	75668518041.833328
2800	74450061152.166672
2900	108550525531.500000
3000	96158953052.333328
3100	113414412214.000000
3200	123737406971.000000
3300	136020061506.166672
3400	134737677353.000000
3500	169000734334.833344
