100	1148822.500000
150	3281384.666667
200	5816734.666667
250	7459084.000000
300	12837463.166667
350	17550092.833333
400	23229698.666667
450	29140539.000000
500	37942722.000000
550	45720192.666667
600	51323194.166667
650	65972772.166667
700	73189287.500000
750	83301535.666667
800	95675440.666667
850	106262479.666667
900	99977332.833333
950	133995105.666667
1000	146908061.333333
1100	179512283.500000
1200	202965531.000000
1300	240470509.833333
1400	285748361.500000
1500	328997413.500000
1600	373977468.333333
1700	419412046.500000
1800	375538951.166667
1900	525041766.000000
2000	610034013.000000
2100	1264816768.666667
2200	1365713690.833333
2300	1492848174.166667
2400	1517653381.500000
2500	1778521109.166667
2600	1863355731.333333
2700	1637332581.333333
2800	2199557338.833333
2900	2350229815.333333
3000	2523290497.833333
3100	2136295889.333333
3200	2866755963.166667
3300	3048214870.000000
3400	3224239451.333333
3500	3426571316.166667
