100	629933.166667
150	2135501.500000
200	5006128.833333
250	7170553.333333
300	14051606.500000
350	21116646.166667
400	36493223.666667
450	78667380.833333
500	92160670.166667
550	92121677.833333
600	115828412.333333
650	134171689.500000
700	192205081.500000
750	204759119.500000
800	294089759.166667
850	359679519.000000
900	405337661.333333
950	487815998.000000
1000	572946364.666667
1100	777403064.000000
1200	995022556.500000
1300	1265032333.500000
1400	1608215409.833333
1500	2063797975.500000
1600	3206067062.166667
1700	3217547803.166667
1800	3902316965.000000
1900	5282323644.833333
2000	6099884642.333333
2100	6220110836.333333
2200	8252352879.166667
2300	9636078932.666666
2400	10579812719.000000
2500	10748286737.166666
2600	13496462736.833334
2700	13714130059.166666
2800	17500223692.500000
2900	17594000377.000000
3000	21627816027.666668
3100	21115749546.833332
3200	27345775653.833332
3300	31789749169.666668
3400	30144402666.166668
3500	36805549775.000000
