100	5595879.500000
150	14083712.666667
200	24369516.500000
250	41790642.666667
300	57699302.666667
350	80062504.833333
400	103282857.500000
450	133128378.500000
500	175560169.000000
550	180842132.500000
600	207888108.500000
650	259746640.833333
700	291030799.833333
750	343835191.166667
800	465767627.000000
850	581835788.166667
900	600224395.333333
950	823426318.666667
1000	833950246.833333
1100	981022436.166667
1200	1269624971.833333
1300	1572010126.666667
1400	1817534926.000000
1500	2125161825.333333
1600	2765390105.166667
1700	3533384139.500000
1800	4167059680.500000
1900	4509973793.666667
2000	4915238137.500000
2100	5796588667.666667
2200	6249368506.833333
2300	7868698176.833333
2400	8531101920.333333
2500	9770934738.000000
2600	10639154033.166666
2700	12369605395.166666
2800	12486974130.000000
2900	15257198011.000000
3000	14679480025.500000
3100	18355652094.833332
3200	20559053207.666668
3300	22302006608.833332
3400	21616797333.500000
3500	25160196654.666668
