100	5654875.666667
150	16825400.333333
200	31616440.000000
250	52517974.333333
300	78944034.000000
350	124323191.000000
400	142785425.833333
450	186518245.500000
500	229284355.666667
550	274439284.666667
600	324829523.666667
650	392450738.666667
700	456479778.666667
750	539006705.833333
800	591021880.833333
850	678213708.000000
900	760919387.000000
950	849702943.500000
1000	950055497.166667
1100	1183897641.666667
1200	1395375469.666667
1300	1727770057.000000
1400	1953569440.500000
1500	2435363285.333333
1600	3921557568.000000
1700	4114452094.500000
1800	4615736483.500000
1900	5304024652.833333
2000	5902292350.333333
2100	7007602053.833333
2200	7319231759.666667
2300	8497046574.833333
2400	8967726746.333334
2500	10706002611.166666
2600	10950018966.666666
2700	13000035050.666666
2800	13739606700.666666
2900	14051825600.666666
3000	14660815265.333334
3100	18606734997.500000
3200	20775261067.166668
3300	23432453112.000000
3400	24892440262.000000
3500	26696587491.666668
