100	7260.666667
250	17000.333333
500	33259.333333
750	49509.666667
1000	65770.666667
2500	166133.666667
5000	332713.666667
7500	522563.333333
10000	758917.666667
25000	2535581.000000
50000	6003399.666667
75000	9905337.000000
100000	13826955.666667
250000	38092633.666667
500000	95073032.000000
750000	249365791.666667
1000000	504180527.333333
2500000	2639562929.666667
5000000	7158573701.666667
7500000	11412219405.333334
10000000	17670911265.666668
25000000	53468312529.333336
50000000	116570094275.666672
