100	213766236.000000
150	257011324.000000
200	261731403.500000
250	259220503.333333
300	220535626.333333
350	216208969.000000
400	219345139.000000
450	220688513.666667
500	260657092.333333
550	220112544.333333
600	220052022.666667
650	227565022.166667
700	232976263.666667
750	224243192.500000
800	228668076.333333
850	232634146.333333
900	235354854.666667
950	246913997.166667
1000	247564899.166667
1100	255611100.666667
1200	266892456.333333
1300	272924106.500000
1400	285991314.333333
1500	306170688.000000
1600	319067196.666667
1700	340516277.333333
1800	353817614.666667
1900	377047841.500000
2000	433996013.500000
2100	475977825.000000
2200	450559442.833333
2300	476329932.833333
2400	500649578.166667
2500	547671863.833333
2600	584451170.333333
2700	624664350.333333
2800	670334148.333333
2900	709072935.333333
3000	749562891.166667
3100	814643317.833333
3200	868767699.833333
3300	930940318.000000
3400	996017912.833333
3500	1062585426.833333
