"x","y","wifi","4g"
7.415497225786652,-17.75342183327645,3.81,37.4
7.5482037287707815,-17.536406243691633,56.1,37.4
7.416616573462472,-17.181105988220587,5.55,37.4
7.214668979952908,-16.835558690793334,3.32,37.4
7.086285587332515,-16.48011493643211,34.5,37.4
7.159303924106997,-16.143794589073988,1.40,37.4
7.39811456091163,-15.83836063537374,3.78,37.4
7.731373118168111,-15.574603039192521,22.4,37.5
10.435601776834467,-16.385115638540874,1.39,37.5
10.804912495338677,-16.34301458826015,2.27,37.5
11.153842537945666,-16.18922663843405,6.72,37.5
11.466672703909513,-15.991766726781158,3.34,37.5
11.770727063640464,-15.799050838881854,2.84,37.6
12.000508460754375,-15.608082571811769,2.92,37.6
12.020372885259675,-15.633480441713875,1.28,37.6
12.00369101307544,-15.656017996487003,3.36,37.6
12.02087612240321,-15.626810299223191,1.42,37.6
11.989015285825737,-15.614101836698008,2.84,37.7
11.98849270218582,-15.623530115251675,1.33,37.7
11.881459853925207,-15.699692117997282,1.40,37.7
11.576670645381782,-15.925581775666256,1.22,37.7
11.226918987290562,-16.13843525745094,2.91,37.7
10.90447543596913,-16.341000446528408,2.82,37.7
10.506949328126552,-16.460330547081025,1.40,37.8
10.177731695564173,-16.42510479626661,2.94,37.8
9.847724984511014,-16.222261565267676,2.90,37.8
9.603952689007007,-15.89654230907686,2.86,37.8
9.444719642438944,-15.541448762034626,4.28,37.8
9.300529054044858,-15.134360626302989,2.52,37.8
9.12927235541002,-14.764364341849788,3.02,37.8
9.05545972991111,-14.381144423910584,1.35,37.8
9.211023259319239,-14.037920441479656,1.37,37.8
9.349785312271042,-13.9580618365611,3.24,37.8
9.349093144423096,-13.958495992179493,3.58,37.8
9.421168685026448,-13.940947675433563,2.78,37.9
9.766296494805278,-13.81871550363623,1.36,37.9
10.149755134519314,-13.848387332645745,2.80,37.9
10.47080113765722,-13.701551212554223,3.21,37.9
10.60926192502459,-13.64815120297245,2.90,37.9
10.613046193120244,-13.644790062531525,2.53,37.9
10.792414567734351,-13.573553897752117,4.37,37.9
10.991036178498327,-13.418395689048836,2.73,37.9
10.966105504853822,-13.42992771011483,3.02,37.9
10.896739498407978,-13.306621756906036,1.35,38.0
8.667172865753884,-13.797907327833858,1.37,38.0
8.665687361257923,-13.7961730119826,2.82,38.0
8.664217518524957,-13.795708872510772,2.65,38.0
8.663989823152253,-13.798037303099484,2.82,38.0
8.663989823152253,-13.798037303099484,2.50,38.0
8.614494050301381,-13.765521992953637,1.18,38.0
8.511860026709154,-13.561784823312848,2.44,38.1
8.368692412286137,-13.196977297140165,2.58,38.1
8.28763740595281,-12.818036822105302,2.97,38.1
8.227032348637463,-12.423763896102134,4.11,38.1
8.141967197478753,-12.045911815155673,2.73,38.1
8.079293369272115,-11.897891499859824,2.83,38.1
8.082687324193621,-11.863896101942768,1.57,38.1
8.091632349062102,-11.863184078857564,2.88,38.2
8.068477387229548,-11.872036628110983,2.64,38.2
8.058165078129234,-11.877197261076038,1.35,38.2
8.062208821851513,-11.873246766584455,2.88,38.2
8.029365571851445,-11.705372075847926,2.88,38.2
8.14446085898189,-11.36870263081878,2.70,38.2
8.383511321921006,-11.149886225013088,2.85,38.2
8.368289280267476,-11.09437261838984,2.56,38.2
8.347731440719494,-11.000232037996469,2.57,38.2
8.393106866393424,-11.002660733912398,2.45,38.2
8.080418493075527,-11.189855803352273,1.33,38.2
7.87919099432901,-11.513661431859163,2.87,38.3
7.90868856629066,-11.865168569045235,2.91,38.3
7.994469083565036,-11.970109206408853,1.57,38.3
8.03694460760475,-12.175539443539387,2.78,38.3
8.075476329907524,-12.291458326959656,1.38,38.3
8.102711958070548,-12.396527987726508,3.32,38.3
8.116289577090555,-12.432237338307335,2.87,38.3
8.157586572439303,-12.590842754547552,2.82,38.4
8.242583961104632,-13.01703322942306,1.46,38.4
8.345897450738903,-13.398916521155016,1.34,38.4
8.243565981918088,-13.739799214728336,2.83,38.4
7.938982564374406,-13.966169296719325,3.79,38.4
7.592168683220855,-14.120101469118383,3.28,38.4
7.517668629849014,-14.146389559792638,4.71,38.4
7.388674512993791,-14.22840237721216,2.58,38.4
7.014284282831234,-14.268193811415717,2.98,38.5
6.615015559493308,-14.277219418912441,2.87,38.5
6.233591565937557,-14.23830940492756,1.31,38.5
5.879022596272645,-14.063681159981865,1.76,38.5
5.520989505344202,-13.894608248146728,2.88,38.5
5.304548541605975,-13.810465643997366,2.86,38.5
4.943062359964308,-13.755728850284028,6.52,38.5
4.689603977982324,-13.73108100829298,3.14,38.5
4.499675601489383,-13.715501347871184,2.85,38.5
4.378379332514328,-13.714946265384114,2.95,38.6
4.229755860375558,-13.830719434836077,1.65,38.6
4.1366447567692965,-13.843062269388469,2.50,38.6
3.783371892677705,-13.863597888391627,12.0,38.6
3.490260598089037,-14.08783228160383,2.52,38.6
3.232946832853626,-14.377361462717634,2.55,38.6
3.038157935622916,-14.663703241291927,2.80,38.6
2.928820554571388,-15.031305711989432,2.87,38.6
2.6457549561740556,-15.323164347555396,2.88,38.7
2.2885755986146314,-15.309212947854029,2.87,38.7
1.9135304602608585,-15.176199895119264,1.33,38.7
1.5256905816322082,-15.033256387692942,2.90,38.7
1.209836150969526,-14.827639427326732,2.97,38.7
0.9324644801146036,-14.574360665680095,2.86,38.7
0.7099621849809772,-14.276823671615308,1.52,38.7
0.5438405702678253,-13.926366920379166,2.91,38.8
0.39184253120826185,-13.572950537340795,3.36,38.8
0.517256473889578,-13.236931394949568,2.95,38.8
0.6209027937395106,-13.117461373923799,2.49,38.8
0.7866876789584474,-12.929475853638117,2.93,38.9
1.128447975876533,-12.716551572502597,13.4,38.9
1.4588661029090595,-12.53830929648963,2.88,38.9
1.7940134253709772,-12.38011240213251,2.81,38.9
2.1539421152067533,-12.253000875640012,5.69,38.9
2.438758974830467,-12.174858291492015,2.75,38.9
2.5920257958506348,-12.120525793770458,2.87,38.9
2.6542532862511123,-12.09448718040162,1.47,38.9
2.95644590787564,-12.00765241960961,2.95,38.9
3.253568204189044,-12.01148656567186,1.36,38.9
3.573040510327939,-11.804850789811116,2.84,38.9
3.801796001538939,-11.504801848609572,2.77,39.0
4.017239159567374,-11.236140724844846,2.62,39.0
4.033485269336367,-10.836867776899526,2.76,39.0
3.9499648539988534,-10.498604573894905,2.52,39.0
3.8769062597380923,-10.121119440734487,2.30,39.0
3.8002108975722173,-9.72528728075823,3.06,39.0
3.679776679174317,-9.380448961292052,2.90,39.0
3.663631865220271,-9.046316947166101,1.29,39.0
3.7433828908957487,-8.708728783698705,2.65,39.1
4.038571334617924,-8.473298618817198,2.86,39.1
4.298008385612082,-8.210812676805402,2.86,39.1
4.542960749702797,-7.922674622425056,1.28,39.1
4.5797637435162635,-7.554019353331695,1.28,39.1
4.4555393674165344,-7.205407854205763,4.65,39.1
4.288143387428903,-6.8743117149729365,1.28,39.1
4.105414616355127,-6.5479051906095265,1.32,39.2
3.916708261489859,-6.213766936814058,5.33,39.2
3.9253990218604535,-6.2210067073771596,1.50,39.2
4.0420445332663455,-6.439332305902985,2.58,39.3
4.15289978279549,-6.678987061043868,2.60,39.3
4.275818550464113,-6.9312266706938495,1.38,39.3
4.37813524545815,-7.1711032883369015,2.86,39.3
4.465024447637521,-7.427121461543166,1.76,39.3
4.46333612368835,-7.6878587029897485,3.21,39.3
4.333131496096847,-7.919206859323344,1.31,39.3
4.299751003003472,-7.958671097819767,2.20,39.3
4.567750555293365,-7.841422648302332,3.07,39.3
4.9302479582297245,-7.738778012886465,2.86,39.3
5.31274182773101,-7.6609314470162175,3.22,39.4
5.636529673079679,-7.445636131841297,2.73,39.4
5.870230008881563,-7.146849719355352,2.90,39.4
5.886509199178093,-6.750981378395251,2.60,39.4
5.81311732557722,-6.547207268844144,1.27,39.4
5.613475334088079,-6.262112762050805,1.30,39.4
5.406114617807372,-5.949750964438673,2.53,39.4
5.201044024702814,-5.625556369675569,1.64,39.5
5.113517876586453,-5.492391483995331,1.37,39.5
4.928205290981715,-5.163863499608878,3.11,39.5
4.79592451384001,-4.825986226589728,3.02,39.5
4.692505238028009,-4.6547204086258365,2.75,39.6
4.8258060784812,-4.8471334027506074,2.91,39.6
4.958425688945798,-5.069461034684043,3.30,39.6
5.078093220602675,-5.276730718641192,1.41,39.7
5.225317488333662,-5.511361993855262,1.24,39.7
5.358656262642725,-5.723622909192745,2.84,39.7
5.473841400061005,-5.9485364908544,2.93,39.7
5.5951702565509365,-6.176226776081354,1.32,39.7
5.6966989293156125,-6.417961048656128,1.48,39.7
5.834625599544438,-6.64332843103981,2.45,39.7
5.986647146858946,-6.878197741268702,2.57,39.7
6.004309715945421,-7.1412491445986035,2.85,39.8
6.034907250407326,-7.11512974213889,1.32,39.8
6.254681547407081,-7.024415460903176,3.13,39.8
6.617960852794063,-6.987309334735583,2.88,39.9
6.944334243638849,-6.835215785693954,3.17,39.9
7.2427187761415865,-6.595523415544424,2.87,39.9
7.337065722620967,-6.416983047684678,3.80,39.9
7.321129304263859,-6.274884897332457,3.18,39.9
7.1825847877160065,-6.0397349454799425,2.81,39.9
7.109485536006101,-5.953195574957151,1.43,39.9
7.026334626451611,-5.635260461512132,1.28,40.0
6.8252623562310255,-5.303628935487179,2.41,40.0
6.645726333744971,-4.963989351654268,3.72,40.0
6.494459263215237,-4.660168619518256,1.16,40.0
6.456934688834476,-4.534383542558933,2.65,40.0
6.231224197733777,-4.247551440622907,2.83,40.0
6.338175135697462,-4.423183621129965,2.81,40.0
6.501342688101452,-4.635051984605374,3.72,40.1
6.6364415829500665,-4.853943309489514,1.41,40.1
6.748507943782037,-5.042566991489487,1.47,40.1
6.875393288170336,-5.308318480370843,2.99,40.2
6.966021478640041,-5.50996691623633,3.77,40.2
7.051018002739109,-5.75735893782138,1.31,40.2
7.102258788109754,-6.022583332689436,3.28,40.2
7.039563562530017,-6.353840499788831,7.19,40.2
6.896841834332243,-6.557144470575727,2.73,40.2
6.879152498910312,-6.579372362031631,2.48,40.3
7.251627687206451,-6.48565033995413,1.52,40.3
7.585165742135175,-6.770719797489502,2.52,40.3
7.771895256655753,-7.076289081591293,2.85,40.3
7.952042781507711,-7.389841330263614,1.82,40.3
8.124716278931881,-7.72260642218758,2.91,40.4
8.267251886016336,-8.069159247351866,2.86,40.4
8.427306447859525,-8.404438678965429,1.28,40.5
8.59686977891382,-8.72413758625392,1.39,40.5
8.62114840358668,-8.75048204449073,2.83,40.6
8.614483994783182,-8.744602845755848,3.33,40.6
8.558994899652511,-8.690867488988353,2.64,40.6
8.397580120350817,-8.38106959446683,1.33,40.6
8.27064770455879,-8.028654914738,3.34,40.7
8.11074544590269,-7.680026819649525,2.87,40.7
7.948965684800402,-7.352527787261144,3.42,40.7
7.769629428417851,-7.071864877225417,2.53,40.7
7.443802237259,-6.878696680414629,2.64,40.7
7.073721486256698,-6.889831707704891,1.85,40.7
6.7189467250061945,-6.994718563524305,2.83,40.7
6.408566894239705,-7.177569330599425,1.33,40.7
6.371167721251446,-7.544160762652314,2.88,40.7
6.4675575896662885,-7.909142403379272,1.39,40.8
6.612363244723198,-8.243720947136339,3.71,40.8
6.766390328497085,-8.587690642746303,1.35,40.8
6.956497199097807,-8.89275136878123,3.76,40.8
7.143908906499373,-9.206410984999595,1.34,40.9
7.326038266457012,-9.51364221837218,2.79,40.9
7.492938152829716,-9.872709236036677,1.55,40.9
7.468403709688108,-9.901274965579987,2.57,40.9
7.436573278603419,-9.878067838875081,1.35,40.9
7.434276799761914,-9.876567940935935,2.66,40.9
7.4180558862183545,-9.866846644526605,2.40,41.0
7.426980955201653,-9.850601468048827,3.00,41.0
7.407729069919803,-9.765189779922828,2.50,41.0
7.3608403547782295,-9.649102427063797,3.32,41.0
7.251802073561905,-9.41615097019049,2.86,41.1
7.117128478189546,-9.083897858776915,4.28,41.1
6.921872946068149,-8.78582326390024,1.32,41.1
6.749720983748679,-8.46202560742725,1.31,41.2
6.590313879357163,-8.14531837632497,2.84,41.2
6.188366251578749,-7.361505956355196,1.44,41.2
5.949620318801198,-7.056274043747548,2.89,41.2
5.611985841239168,-6.942132521867058,3.22,41.3
5.288439932614978,-7.07396037426501,5.52,41.3
4.99289648630565,-7.314065988490106,1.32,41.3
4.787791080349354,-7.640609933539458,2.55,41.4
4.744719228116988,-7.976707467936542,2.60,41.4
4.904789114588814,-8.326291016078084,2.86,41.4
5.107592798541871,-8.630197274004676,2.83,41.4
5.3234563447848195,-8.948847340165184,1.89,41.5
5.534175475079177,-9.26001365688246,2.94,41.5
5.687220729827381,-9.557428321793996,2.90,41.6
5.859118245260451,-9.956973989448125,2.83,41.6
6.004148910507205,-10.31331423761232,1.38,41.6
6.015497777142919,-10.325678778867369,2.91,41.6
5.993203895196473,-10.305529525649396,2.92,41.6
5.985554840794094,-10.310469118904667,2.78,41.6
5.992922641466819,-10.31445236086421,2.76,41.7
5.975772201680266,-10.272805679693644,2.63,41.7
5.837834934840606,-9.954222283029987,2.59,41.7
5.687227863596529,-9.623276349657713,3.73,41.7
5.496835330297316,-9.313436351975879,2.84,41.7
5.301401873832351,-9.001686608180279,2.68,41.7
5.1023445693405165,-8.673763613771797,3.31,41.8
4.937100196343266,-8.367517408209078,3.30,41.8
4.69818046275652,-8.069166422301114,2.90,41.8
4.40408882742646,-7.81494969759393,3.30,41.8
4.036601101776842,-7.877462652896258,1.36,41.8
3.768939917435036,-8.10138876526755,1.27,41.9
3.44396514892739,-8.303637062334744,2.74,41.9
3.1075977393095258,-8.470281812042197,1.51,41.9
2.7395923743178976,-8.527590348399798,2.87,41.9
2.4468957589506584,-8.353021501305037,2.87,41.9
2.177860388296967,-8.092448814371089,1.32,41.9
1.9201070415893042,-7.818300745326518,2.61,41.9
1.6717608902916012,-7.514631409870168,2.32,41.9
1.4484881982682332,-7.196934508388502,2.58,41.9
1.293306298288595,-6.885863497649947,1.38,41.9
1.2918077785760431,-6.882103607806577,1.27,41.9
1.2933831652307326,-6.881296334466729,4.20,41.9
1.2922434782526544,-6.881880342786484,2.91,42.0
1.2794951833994084,-6.855525117684078,1.29,42.1
1.2802033044083672,-6.854644340512667,2.84,42.1
1.283220330385804,-6.858050889914676,2.85,42.1
1.2821823863321526,-6.8585824262166675,2.83,42.2
1.2831216610436407,-6.85810141897457,1.38,42.2
1.2831216610436424,-6.85810141897457,3.07,42.2
1.1182304714777231,-6.518929931864692,7.88,42.3
0.9263605811693125,-6.298437171420364,2.61,42.3
0.7800864674568242,-5.955179881499777,1.85,42.3
0.564268312911679,-5.6646826264133985,1.64,42.3
0.558679619243506,-5.610778427005954,2.26,42.3
0.5590414736231892,-5.621709077629216,9.36,42.3
0.5589398059697963,-5.5777666680953395,2.08,42.3
0.5448337360060407,-5.551187893764338,2.82,42.4
0.2983226813615012,-5.424670403098576,2.89,42.4
0.31462238252381525,-5.024581481835709,2.82,42.5
0.2826068329732614,-4.638494483556146,1.27,42.5
0.2552150039035759,-4.246638995172955,2.92,42.6
0.2351319712685509,-4.135568544585375,2.63,42.6
0.1945756238721934,-3.882560698113929,2.99,42.6
0.15661872908719232,-3.5702288256992514,1.25,42.6
0.20530693579683046,-3.20469077939595,3.20,42.7
-0.010389750560486632,-2.8745802097589532,2.76,42.7
-0.009296210041981112,-2.688447203085973,2.53,42.7
0.017208121840383228,-2.677066203780786,3.47,42.8
0.06518230804157454,-2.5602577232248223,2.85,42.8
0.08892252017391655,-2.5773175674473396,3.43,42.9
0.08767837810504986,-2.577331546453541,2.85,42.9
0.07728179745141617,-2.6224246221725434,4.45,42.9
0.12180661992962172,-2.815156720164934,3.35,43.0
0.11125475565139453,-2.9203715516581816,1.25,43.0
0.09312404205403624,-2.815680553899867,3.34,43.0
0.117084050431977,-2.560692352186159,6.39,43.0
-0.24959004439165255,-2.2905150248037582,3.01,43.0
-0.33807176142693507,-1.9179144226939258,2.82,43.0
-0.46727762749493884,-1.7203647597548706,2.83,43.1
-0.4705868731852245,-1.7228869868127124,2.61,43.1
-0.4412995934069155,-1.8066070568868575,2.88,43.1
-0.4502143160976022,-1.820446391607815,3.89,43.1
-0.4597960770601599,-1.743898947609523,1.65,43.2
-0.3921215903369202,-2.114612995482693,1.74,43.2
-0.17347180999131417,-2.54313577891841,2.92,43.2
-0.07833300573308932,-2.9333857708239606,3.32,43.2
-0.017598277694260034,-3.1382680543603385,1.46,43.2
-0.010215483027256056,-3.1607582105418803,3.71,43.2
0.003774556233970827,-3.2059966933617137,2.87,43.2
0.7261176527322277,-3.7713263472151812,3.09,43.2
0.4962837696652507,-4.1042416579600935,2.86,43.3
0.1526395729576393,-4.203539806958511,4.14,43.3
-0.19512420008678077,-4.053930924046615,2.88,43.3
-0.5919856686274692,-3.929890535262949,2.55,43.3
-0.5871117500004139,-3.938422281699596,2.67,43.3
-3.2323771046280623,-4.341339561358927,3.28,43.4
-3.7189209677896997,-4.169763218320094,2.79,43.4
-4.09725574481492,-4.099514218409853,1.59,43.4
-4.40711081480802,-4.046213832575608,2.80,43.5
-4.776625306979199,-3.9669433305897073,2.94,43.5
-5.16750643611331,-3.8655675554775994,3.33,43.5
-5.377899511792386,-3.7765776651405005,2.99,43.5
-5.67695369644359,-3.593411608371002,3.71,43.6
-5.990202362444704,-3.395715095174384,3.33,43.6
-6.398534496822375,-2.8159467887816705,3.00,43.6
-6.43161386038609,-2.517869601576402,3.73,43.6
-6.249302652421804,-2.1476438138839384,3.56,43.6
-6.009424314541109,-1.7668331285116183,3.27,43.7
-5.765694147425847,-1.457151222806929,3.27,43.7
-5.427808316346196,-1.2867285000893585,3.31,43.7
-5.282330811135809,-2.0937599937301385,3.52,43.7
-5.0699691777144835,-2.12843050496339,3.33,43.7
-5.122149687094604,-2.1131913088817313,3.77,43.8
-5.424018704305363,-2.0992999835567616,3.72,43.8
-5.4516322400589825,-1.1096776559941874,3.08,43.8
-5.700464985991617,-0.9828709456927562,1.38,43.8
-5.828371124391644,-0.8908440082187052,5.55,43.9
-5.850440543249144,-0.9632898626266524,1.31,43.9
-5.917525592332398,-1.3099931319760865,3.27,43.9
-6.040090504794579,-1.6585796063221991,2.33,43.9
-6.1183836897715675,-2.026312057654838,3.56,44.0
-6.112186970557968,-2.4184186924556927,3.35,44.0
-5.968877420694641,-2.788469706459564,3.33,44.1
-5.70730109752143,-3.062851203015634,3.23,44.1
-5.331743517837001,-3.2252804981488854,3.42,44.1
-4.964338348937957,-3.3169321199796737,3.28,44.1
-4.6207862374739666,-3.4124646175391202,3.21,44.1
-4.245746412125598,-3.508907530313449,1.54,44.2
-3.8629273900320413,-3.621377161455138,3.27,44.2
-3.505946115304779,-3.7073754383341067,3.34,44.2
-3.265466877280181,-3.9593336938057426,1.34,44.3
-2.9379922404993266,-4.08749665790211,1.35,44.3
-2.7235507696489023,-4.160190703444504,2.95,44.3
-2.647855173488278,-4.185979085723812,2.99,44.3
-2.3366273462597356,-4.339765899108306,4.53,44.4
-1.9827209642470116,-4.4475611808201245,4.83,44.4
-1.9284479771462912,-4.492166874058254,3.67,44.4
-1.9284750597422438,-4.492159580462408,3.50,44.4
-1.9282070367735358,-4.492231761549289,3.21,44.4
-1.6991087173803052,-4.558689435941461,1.40,44.4
-1.3424813139862124,-4.670838025090465,1.58,44.5
-0.9517402947749645,-4.683270782287125,3.23,44.5
-0.579476521030255,-4.6229280451108385,1.32,44.5
-0.2511822192009703,-4.579775382360789,3.72,44.5
0.07749779880267127,-4.383716932983552,1.61,44.6
0.37271608699975545,-4.126424111226659,3.70,44.7
0.6220865818731411,-3.721904478193964,1.31,44.7
0.7822476940603309,-3.38627921149937,4.51,44.7
0.9542585866046132,-3.0776115813638336,2.03,44.7
1.0704321998234008,-2.733440687274186,3.17,44.7
1.1549795251713633,-2.3569662736411168,1.42,44.7
1.2801587545986202,-1.9885399092796217,3.96,44.7
1.4399875065044867,-1.6395620188874211,3.10,44.8
1.458415129854842,-1.0331318124813613,3.24,44.8
1.633792613143875,-0.7400435027447667,2.67,44.8
1.7896429468539417,-0.4010064094423491,3.72,44.8
1.9175279118943358,-0.0568191550323256,1.45,44.8
2.0726940648842955,0.28097342153442817,2.91,44.8
2.233073107180047,0.588707805657199,1.85,44.9
2.4191548380994625,0.8756111240818729,2.83,44.9
2.5725476790133612,1.2202256368312394,1.42,44.9
2.1862931948121727,4.532868702971477,3.21,44.9
1.8275703096286335,4.642355471098238,3.23,45.0
1.3454113980012323,4.728232323381121,1.24,45.0
0.9764384633759171,4.741033104642895,4.24,45.0
0.7319017171547486,4.686127526494419,4.58,45.0
0.7256379051712756,4.652978294455634,5.24,45.0
0.4955509084357814,4.603610693963347,2.83,45.0
0.18022507042323355,4.408400402352701,5.98,45.0
-0.12816016275359132,4.142946135785003,4.12,45.1
-0.20856725616864935,4.138613810970325,1.74,45.1
-0.15855487449618622,4.18362634310445,3.82,45.1
-0.20050918903277193,4.189175057928452,3.60,45.1
-0.1662633314031865,4.108204677151251,3.69,45.2
-0.08748397526899154,4.136119247969525,3.27,45.2
0.11526675742488024,4.332381804943447,3.77,45.2
0.2773534199715506,4.69008380804598,3.77,45.2
0.6016548677777891,4.843284812753506,3.69,45.2
0.9480685564501172,4.978644965911288,3.78,45.3
1.2228915593578904,5.28463922504608,2.20,45.3
1.3700820857508198,5.615544870039001,3.72,45.3
1.521213910787985,5.96890889459627,1.63,45.3
1.670727994664368,6.320983546807538,3.36,45.3
1.8138295458143396,6.677577381623793,2.94,45.3
1.772095403593255,7.010841528868749,3.00,45.3
1.6547681129763845,7.089028787387706,3.10,45.4
1.310840193687266,7.226653949990828,3.31,45.4
0.9785630731436541,7.385589606709427,3.30,45.4
1.078180205392755,7.3388510794966155,1.39,45.4
1.3091790207969325,7.228405298822228,3.32,45.4
1.5616978827536485,7.101628545540704,3.93,45.4
1.8022252880377678,6.997379223390579,3.28,45.5
1.8282961128650008,7.004690183568284,2.65,45.5
1.8154416830165552,7.0108291832614675,3.92,45.6
1.8627699019353336,6.984690131208616,3.29,45.6
2.105044383579525,6.817316595975319,3.69,45.6
2.337443114074638,6.459791104744506,3.37,45.7
2.522261420687194,6.3038835200356615,3.80,45.7
2.7984804967655172,6.310675838898883,5.77,45.8
3.145620144833675,6.409597059378038,2.98,45.8
3.516498353158731,6.469476607860205,3.37,45.8
3.920762760460722,6.408764904878778,3.05,45.8
4.320196086755722,6.305355191462667,3.95,45.9
4.677811075881035,6.195130820931544,3.31,45.9
5.0366002073080125,6.059268116877041,3.35,45.9
5.42613759670353,5.904221679831373,3.27,45.9
5.757395500322229,5.734898516185021,3.27,45.9
6.115618586732797,5.58856424409767,4.16,45.9
6.494808647471974,5.4866289270428705,3.09,45.9
6.869578491010213,5.334571825269249,3.00,45.9
7.146526745398937,5.090868222338441,7.39,46.0
7.082703648053737,4.7330946903068725,2.57,46.0
6.743913249189216,4.595568821973812,2.51,46.0
6.442551410451156,4.661494126780594,3.05,46.0
6.338845778891372,4.531353304646501,3.19,46.1
6.292886077061379,4.261970502862379,1.48,46.1
6.140934248353101,3.8714189072268272,3.98,46.1
5.957586236233869,3.5207408667293265,3.62,46.1
5.727786236984258,3.2157258397672486,3.30,46.2
5.515355985769379,2.89060760588457,3.39,46.2
5.346759372429428,2.544951929539117,1.33,46.2
5.430014732812413,2.1084609866505346,3.71,46.2
5.738578957747553,1.85839390241882,1.88,46.4
5.6156476131509265,1.912264817022221,4.49,46.4
5.368398993059934,2.017997245867573,1.36,46.4
5.301922780580661,2.018131747572795,4.79,46.4
5.308737366858757,2.000897066936963,4.33,46.4
5.314150330184788,2.022109324422919,3.52,46.4
5.10055902049109,2.1388392661811757,1.37,46.4
4.715146110693233,2.167915438080632,1.37,46.5
4.3676757750796895,2.204853793695456,1.37,46.5
3.9896884493232463,2.2596176015602634,3.44,46.5
2.611431657832753,2.205787621651236,1.32,46.5
2.3533276227611566,2.0280534262901764,3.76,46.6
2.455751639094295,2.2521607677641438,3.83,46.6
2.5711377326082676,2.5427708501241852,4.14,46.7
2.64564228380895,2.723338577520452,3.78,46.7
2.55584961144487,2.7425803639399264,3.17,46.8
2.3843546754689733,2.807547678506955,3.24,46.8
2.20141838869662,3.050703387493397,5.44,46.8
2.196714466236674,3.427398661672842,1.37,46.8
2.2940199018189453,3.708255456356026,3.01,46.8
2.381534296067798,3.743730596952094,1.32,46.8
2.680994167799863,4.008859861291635,2.99,46.9
3.044175047794237,3.991318753639092,3.30,46.9
3.4021510419077465,3.856163756254091,3.73,47.0
3.7519270523692683,3.7067778256252186,13.6,47.0
3.9417951225584886,3.5610470240242753,1.82,47.0
3.9476074723712316,3.5652277772676504,3.26,47.0
3.6884095700327677,3.4594454212662944,3.50,47.0
3.3049997931123976,3.411297195410114,3.37,47.1
3.1604629793418404,3.4028960820621634,3.35,47.2
3.160760758333076,3.400507127774569,3.40,47.3
3.1536383960937755,3.3963008728049724,4.07,47.3
2.77890713159384,3.273555212817757,3.73,47.4
2.406515244469464,3.29618908368347,3.28,47.4
2.0271116503243647,3.0122461483560916,2.93,47.4
1.6993996477603233,2.9771638348007965,1.35,47.4
1.393543121175366,2.7659950080025224,1.49,47.4
1.189801143770584,2.513124918381923,4.00,47.4
0.8967010473843224,2.2163313703148617,3.72,47.4
0.6590804613834145,1.9381684788174098,3.30,47.5
0.3993964202029012,1.743940500555123,4.44,47.6
0.19178116280462731,1.514112390713633,3.24,47.6
0.19133586382262635,1.513674288252549,3.70,47.8
0.006394471056246687,1.3092184131585514,3.07,47.8
-0.32937822134169537,1.2061397895354729,1.48,47.8
-0.6769123586025785,1.0010777298257718,3.28,47.8
-0.8375578817536571,1.1661364606979756,3.37,47.9
-0.8380141524298494,1.167526129796637,1.30,48.0
-0.9848145183976946,1.1002665132138043,3.31,48.1
-1.015181176504619,0.7525171902722683,3.25,48.2
-0.803859462308413,0.504527082833083,3.41,48.3
-0.5707693225540353,0.294645361138393,10.5,48.3
0.02616904933589126,-0.2185303910292049,4.01,48.5
0.3417021754361542,-0.6138313217268232,2.17,48.6
0.4751897790746966,-1.1022556437159636,1.85,48.7
0.4657270015830157,-1.525147621422116,3.86,48.7
0.21542346510091193,-1.7655477823557781,3.20,49.3
0.004234937233174918,-2.0286722050515964,3.70,49.5
-0.22168873603252592,-2.3067910084310608,3.29,49.9
-0.07753932694117793,-2.2160847175691822,7.72,50.2
-0.12920621530081533,-2.2358812553589305,4.13,50.5
-0.06024354239536578,-2.2708329684264923,1.54,50.9
-0.06757417265569998,-2.2702462231686695,3.71,51.1
-0.013739172233862007,-2.2748744524835276,2.93,51.2
0.0743111508330685,-2.2311103190311554,2.59,51.3
0.3083951292940732,-2.1244504557030828,5.27,51.3
0.5461924150455104,-2.0415610712651517,3.99,51.3
0.8022442989383087,-1.9914866542146399,1.27,51.4
1.0751294608463873,-2.037508506342011,3.30,51.5
1.1333123444515394,-2.0836561891003456,3.65,51.7
1.1638739566118446,-2.0886327381577727,3.26,51.9
1.1728123636869086,-2.0732906379457976,4.39,52.0
1.2300670775151197,-2.0003962574245477,7.33,52.2
1.2693606219260403,-1.914891689163623,3.29,52.3
1.3495273058615709,-1.829662826276115,4.56,52.5
1.4298293310635515,-1.5089331581674053,5.45,52.5
1.492898734763635,-1.3100347769029472,2.28,52.6
1.4910846814028993,-1.3150202938442952,3.28,52.8
1.4986847584415415,-1.2790645930764661,4.04,53.2
1.4895353068156147,-1.2624707592373916,3.83,53.5
1.4900403489046496,-1.262285881369408,3.49,53.6
1.4900403489046496,-1.262285881369408,3.86,53.6
1.4723237337807689,-1.258059694103661,8.52,53.9
1.442160959506971,-1.3146936990855682,3.63,54.0
1.5128502259611523,-1.3240447984980026,5.76,55.0
1.6311987482934498,-1.2546744770376392,4.50,55.6
1.6315006446678062,-1.2546068438231455,4.11,55.7
