(1.0614535250330777, -20.810784696482195, -78.41936471200049)	3.76	35.0
(1.0672084645162694, -20.78211706728823, -139.7602602554424)	4.03	30.8
(1.0529898893193894, -20.779497735588667, 160.15278426561403)	3.50	37.4
(0.8862743931632497, -20.64674000918606, 129.8814726129714)	3.61	33.3
(0.6583944039928102, -20.33033619744841, 130.11573019567362)	3.34	42.5
(0.43964524096769875, -20.016772070713685, 122.22467835370998)	3.15	33.4
(0.19001589931751806, -19.69815630286466, 138.59224940502796)	3.26	46.1
(-0.09952172220415623, -19.440765818933578, 153.8814212183498)	4.11	45.3
(-0.5053670502144749, -19.35234732387775, -177.38079818159727)	3.36	47.8
(-0.8801687797344719, -19.416339225175427, -159.71666117501)	3.26	36.5
(-1.2383638265728956, -19.563772069128426, -157.43101714917972)	4.52	36.0
(-1.5806219517592193, -19.724678507932904, -152.90638826429117)	2.98	47.4
(-1.9423546769067936, -19.88236115809929, -152.6001662152168)	3.48	36.3
(-2.307064684820772, -20.09061059364972, -152.37616268998903)	5.05	33.2
(-2.670176533556131, -20.297268157355788, -152.81871515045037)	3.94	30.2
(-3.0156314817313383, -20.488656632813377, -153.14565420717545)	4.34	38.3
(-3.3598503163556774, -20.682239553908857, -147.8250333027827)	4.74	30.0
(-3.6777098926451117, -20.896833338812396, -143.68327508671538)	3.81	30.9
(-3.9811140748997946, -21.14168929728908, -135.7865416384936)	10.2	39.7
(-4.187213600309105, -21.473003915626784, -92.51752077781524)	1.39	29.2
(-4.168114164536677, -21.872125425135913, -80.25696493610558)	2.99	38.1
(-3.9886869062377834, -22.22953141422796, -59.728677247973216)	2.83	32.7
(-3.7771771879664993, -22.56223544237072, -59.219523643068214)	2.96	49.5
(-3.698637026497347, -22.69243347366861, -101.4573167699585)	3.28	41.9
(-3.7039520214446604, -22.67413773165042, -120.33754299547776)	3.11	46.0
(-3.7237356598660334, -22.690795257282588, -144.70908173363676)	3.24	36.7
(-4.005092692777081, -22.90211673375014, -177.9721198257412)	6.39	35.8
(-4.313144903325682, -22.740302318181676, 127.49577135130494)	2.73	38.6
(-4.538991703519287, -22.444639462800705, 116.98805516486755)	3.40	37.3
(-4.711932733859223, -22.10155416591148, 116.54184465663587)	3.51	51.9
(-4.878998717029171, -21.715304179074643, 117.22208306337716)	3.43	43.9
(-4.956210344365406, -21.346865954247484, 84.52695933092576)	3.19	39.3
(-4.942795240265392, -20.986099878612634, 87.71073841153672)	3.24	39.5
(-4.9821156654919, -20.61180779297406, 121.4053212977616)	3.46	30.9
(-5.17537629801026, -20.283405983383954, 121.6604450279132)	2.90	29.9
(-5.370474034951375, -19.957375832382603, 118.95526651658828)	3.36	37.5
(-5.571226952889871, -19.61340755829419, 124.90755508181553)	3.32	45.1
(-5.761532307936981, -19.269188520179448, 132.1661038987188)	3.78	29.1
(-5.785744762655325, -19.236824588406137, 132.5246030460528)	3.39	35.9
(-5.781381921110325, -19.24383740144306, 132.07399141548944)	3.00	34.6
(-5.613097931715094, -19.435967477837856, 132.1494201468976)	1.79	35.0
(-5.527078180385499, -19.584280844268157, 113.66771022587163)	3.65	38.5
(-5.422146211035774, -19.82146440946873, 113.70827684400346)	4.65	41.6
(-5.320375469168645, -20.065328499391878, 109.43049248759722)	3.43	43.8
(-5.297954738296758, -20.314141687741458, 73.8522445192717)	1.46	40.9
(-5.291138101295978, -20.354343512627253, 44.89382694479616)	1.47	36.9
(-5.139810489597351, -20.265161465990573, -2.7383446245976635)	3.41	45.2
(-5.009664371453074, -20.279145017583055, -13.586372150996972)	6.18	41.6
(-4.725101303636123, -20.33683248828528, 16.525832741263123)	1.46	30.8
(-4.35932606713024, -20.1846835882953, 25.132466209791968)	3.38	43.0
(-4.018237360081377, -20.02071175936285, 27.246595775222314)	3.42	43.8
(-3.656648795760719, -19.858050558385344, 27.431349042183115)	6.34	43.7
(-3.38187500292776, -19.608761713170168, 69.38656611803253)	2.89	32.7
(-3.3839345571360093, -19.201880579883444, 101.71523973494506)	1.46	40.9
(-3.4953316928889584, -18.819412889715316, 110.83230125688092)	2.70	33.0
(-3.6396480804455686, -18.448491231032683, 116.57435723803381)	2.63	35.2
(-3.83703253511079, -18.12406696860718, 116.58903367173689)	3.50	36.7
(-3.9790377328894646, -17.727326386129953, 123.55397047143792)	2.82	27.7
(-4.153892748662525, -17.395439597163048, 126.51853616499542)	2.04	47.1
(-4.255605981062528, -17.24375147872398, 106.09685529651107)	1.64	37.9
(-4.270311330390241, -17.28911419183128, 47.329886443550656)	3.47	39.9
(-4.191342843454247, -17.237622099218044, 12.247032187284875)	3.04	46.1
(-4.133403689082861, -17.228690475257785, -42.69673277941224)	3.29	33.6
(-3.9736774814371234, -17.530519877258495, -74.23791862334595)	2.96	40.9
(-3.8530990028643144, -17.89509678911046, -64.57531686758885)	3.36	36.9
(-3.668829954229394, -18.25092647421917, -60.26430092402541)	1.34	45.5
(-3.5149262245816653, -18.582372725961797, -59.765828067135544)	2.71	42.5
(-3.3723233674198383, -18.91723220844227, -73.30510591954149)	1.40	37.5
(-3.2697271665344525, -19.28859671785633, -71.12619228558366)	2.63	32.5
(-3.1188458589507126, -19.64869472490851, -60.75214223313505)	2.58	44.9
(-2.9361459483475905, -20.030521799885314, -68.28560343211234)	2.83	46.7
(-2.734220736702846, -20.360453725356642, -54.88203176590222)	3.36	32.0
(-2.515920570677852, -20.668551425585967, -54.40626525876242)	3.51	33.6
(-2.51464199688185, -20.669792615780437, -56.79882115219308)	2.97	44.5
(-2.413238894394836, -20.78034795600339, -41.94865086608383)	2.73	38.5
(-2.4896396982190465, -20.749469892449486, -36.0766521920339)	1.72	41.3
(-2.7287131178331423, -20.649719792744513, -0.09570052419445745)	4.31	37.1
(-2.7225922461395937, -20.621958857111892, 16.459144066782407)	3.50	32.9
(-2.6140185260472624, -20.570888017926983, 45.82060463196628)	3.19	29.2
(-2.394749428273917, -20.263374275920015, 52.83935813084696)	3.28	42.8
(-2.151548924922839, -19.955474152243497, 41.94713385113909)	2.81	24.5
(-1.8051413989670901, -19.739451135995623, 33.34425481727204)	9.74	44.7
(-1.468364649407427, -19.54642143573262, 24.860178615169836)	1.75	44.4
(-1.1069673962597433, -19.4145703359625, 24.131860631274296)	1.60	39.9
(-0.7496324015042315, -19.280510220423903, 6.064399552086556)	4.26	32.2
(-0.3848695055863618, -19.3435123841266, -27.1141096739581)	2.61	39.4
(-0.08946335213191459, -19.590977088983177, -46.9680373043797)	1.45	41.3
(0.15730446654756447, -19.882264053482345, -55.878190880966706)	2.94	39.5
(0.3433803914704764, -20.21436684824119, -63.27624738504618)	2.84	35.5
(0.5595948144853549, -20.548046316324275, -45.200423462191615)	2.91	40.5
(0.837643379008902, -20.812668230167045, -37.95143919597502)	2.47	39.0
(0.9309513028944846, -20.853200887984585, 18.797806763634927)	11.5	38.2
(1.037988144868594, -20.799036122844814, 79.50141063985396)	4.16	45.9
(0.9678533751255745, -20.501519227143838, 127.77101934042055)	4.44	47.2
(0.7544305572071109, -20.163949485815863, 120.51878735741643)	3.41	41.9
(0.5660383403813163, -19.822352777244568, 119.82615488076333)	3.39	31.2
(0.3769942643598927, -19.46722187769797, 111.50059989314686)	4.46	43.2
(0.3364400548385984, -19.07917863524657, 78.22288744669774)	1.25	30.6
(0.5636318263109747, -18.792016178667097, 33.09529594103317)	1.39	32.1
(0.9152109476982835, -18.624072813491747, 20.455267497148796)	2.96	43.3
(1.2921989132898068, -18.541219931288676, -4.500981381873721)	3.03	33.0
(1.6457870915861275, -18.65820698679769, -33.48232753719931)	1.93	44.4
(1.9010982738661308, -18.962977677291473, -62.290827160749984)	1.46	40.3
(2.0823039431124224, -19.29288898670307, -65.2348402369978)	1.74	35.2
(2.26190935178443, -19.63789172762349, -54.75101441159901)	2.66	32.1
(2.497479081313542, -19.953629133022933, -53.738692942696744)	1.25	28.8
(2.5943952563026276, -20.094528125525926, -53.87141708346859)	1.37	51.3
(2.4968918330826297, -20.186716442266878, -53.03304121256895)	3.37	51.3
(2.47945754272043, -20.137232998889218, -54.15301493273683)	4.19	42.9
(2.487595034800843, -20.132893898385348, -54.336348368376385)	3.60	37.7
(2.4867340290620845, -20.13448468371937, -54.29686747513289)	5.01	38.2
(2.4867340290620845, -20.13448468371937, -54.29686747513289)	1.38	32.0
(2.4867340290620845, -20.13448468371937, -54.29686747513289)	1.25	40.6
(2.4867340290620845, -20.13448468371937, -54.29686747513289)	2.82	35.3
(2.4837899652517343, -20.13524697202303, -54.15714595978247)	3.78	33.3
(2.4325363577994654, -20.249210023800966, -9.446932209038382)	2.91	46.9
(2.8807378500038765, -20.17643767118788, 6.03906092891105)	0.972	35.1
(2.884760908702135, -20.175325323536146, 22.892386868096143)	5.80	44.8
(3.140136217853695, -20.00983165760423, 59.25890004486886)	1.75	39.4
(3.2584638100631547, -19.678696481629423, 102.21182449794787)	5.30	37.1
(3.1882025337244393, -19.28816563975645, 93.16197297450971)	2.97	35.2
(3.159483942738725, -19.05410568336325, 94.93665469824842)	14.6	42.2
(3.160557629563809, -19.055657968496746, 95.00860682382896)	3.75	34.5
(3.1605576295638085, -19.055657968496742, 95.00145457831022)	3.07	41.4
(3.160557629563809, -19.055657968496746, 94.9992564302621)	3.06	46.8
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	1.38	39.1
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	4.92	47.8
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	2.87	40.8
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	3.75	37.8
(3.160556171536172, -19.055737669133684, 95.0129908642724)	3.47	37.8
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	4.03	40.2
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	3.03	47.8
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	4.52	42.7
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	3.47	47.3
(3.1605561715361725, -19.055737669133684, 95.0129908642724)	3.05	40.8
(3.115995723938064, -18.778949918733005, 94.02342632813617)	3.00	35.7
(3.0563823686469336, -18.389957062224617, 81.52096182915852)	5.30	33.9
(3.127101848381457, -18.01351546636785, 54.77644935103217)	35.6	46.9
(3.3589847349507975, -17.69751150138515, 32.24952148578177)	3.03	35.6
(3.704277153148694, -17.557464046194937, 7.7542065763267205)	12.1	37.7
(4.059881945056074, -17.483467491009904, 1.5220366144550137)	3.09	39.0
(4.39397790653887, -17.557781853265574, -37.50031867779888)	3.03	42.3
(4.6588611888277685, -17.824513697512693, -60.51425637864898)	6.57	37.3
(4.779323883928958, -18.156202268880463, -71.46936010117685)	5.81	38.9
(4.892920221537217, -18.517464677785938, -61.34269396981619)	12.7	39.3
(4.927440841546675, -18.610882020680588, -2.6532311018034)	2.77	43.7
(5.112702883739282, -18.48772907906911, 59.51807307364531)	3.02	37.3
(5.122303027147595, -18.14484611253092, 110.88557727416863)	11.9	33.6
(5.104164722020635, -17.77656811471948, 57.80105714244732)	5.16	40.9
(5.227699482211065, -17.534403456533024, 95.4642029011334)	3.10	30.7
(5.2515543527191415, -17.157771509696687, 103.30432262801784)	1.63	38.3
(5.050004839030522, -16.825259436896378, 101.28733368824068)	11.3	39.0
(4.814761064448909, -16.59289647682688, 134.27046898266528)	8.73	46.4
(4.415550226655224, -16.3793639934104, 143.26206833572596)		189
(4.154780091688583, -14.821836491671394, 30.940919606522783)	3.11	46.8
(4.415190172485524, -14.660563220367614, 18.517969584797378)	3.10	40.6
(4.799573425990014, -14.636910486036037, -3.8081742220706833)	3.17	43.3
(5.17545568572954, -14.693476687807076, -24.702057024845033)	4.03	37.3
(5.47495755284057, -14.877822017372687, -32.37120275628201)	2.85	33.8
(5.775904578480686, -15.057666967490439, -35.36373359639861)	4.03	39.9
(6.041122115749854, -15.218884982125623, -36.2457000563027)	4.17	40.2
(6.039794234412845, -15.219384162146348, -36.05661253224844)	12.2	30.0
(6.053922995116913, -15.223086027499878, -17.10684887446626)	4.27	51.1
(6.287024374882938, -15.230376237243535, -2.291230311128047)	3.68	39.6
(6.423410312472395, -15.215589111012543, -2.437862406515252)	1.25	29.7
(6.673936913905141, -15.365296751688401, -57.515773268803514)	3.28	45.4
(6.843265628764577, -15.6908219759446, -75.64919699791723)		89.7
(7.415497225786652, -17.75342183327645, 41.7155319937335)	3.81	46.2
(7.5482037287707815, -17.536406243691633, 103.7942032920147)	56.1	37.8
(7.416616573462472, -17.181105988220587, 123.02212488937157)	5.55	27.5
(7.214668979952908, -16.835558690793334, 114.77589922668523)	3.32	44.5
(7.086285587332515, -16.48011493643211, 88.14489759046687)	34.5	38.4
(7.159303924106997, -16.143794589073988, 43.89045672547729)	1.40	42.3
(7.39811456091163, -15.83836063537374, 41.36876280607937)	3.78	39.7
(7.731373118168111, -15.574603039192521, 28.33418138822264)	22.4	38.8
(8.02611788101688, -15.408242320438795, 27.07295004831958)		186
(10.435601776834467, -16.385115638540874, 3.5733542244544854)	1.39	42.2
(10.804912495338677, -16.34301458826015, 18.273286034940647)	2.27	48.6
(11.153842537945666, -16.18922663843405, 33.120423565181994)	6.72	38.2
(11.466672703909513, -15.991766726781158, 30.884309507356683)	3.34	33.9
(11.770727063640464, -15.799050838881854, 37.72553081740342)	2.84	27.4
(12.000508460754375, -15.608082571811769, 37.953695621019556)	2.92	44.0
(12.020372885259675, -15.633480441713875, 81.56955066605047)	1.28	62.7
(12.00369101307544, -15.656017996487003, 135.50984805284966)	3.36	29.3
(12.02087612240321, -15.626810299223191, -163.52453898218548)	1.42	48.3
(11.989015285825737, -15.614101836698008, -138.37287527840823)	2.84	40.0
(11.98849270218582, -15.623530115251675, -142.50458336130694)	1.33	33.5
(11.881459853925207, -15.699692117997282, -138.74724765126433)	1.40	38.5
(11.576670645381782, -15.925581775666256, -156.60666575130614)	1.22	34.2
(11.226918987290562, -16.13843525745094, -151.68728035663545)	2.91	37.2
(10.90447543596913, -16.341000446528408, -154.54864586876522)	2.82	37.5
(10.506949328126552, -16.460330547081025, -173.4865569138578)	1.40	37.0
(10.177731695564173, -16.42510479626661, 155.6839552308887)	2.94	32.1
(9.847724984511014, -16.222261565267676, 133.05933493748435)	2.90	46.4
(9.603952689007007, -15.89654230907686, 115.71173702582021)	2.86	44.4
(9.444719642438944, -15.541448762034626, 112.98278485454375)	4.28	33.8
(9.300529054044858, -15.134360626302989, 111.48709862422037)	2.52	30.0
(9.12927235541002, -14.764364341849788, 109.22888821468673)	3.02	39.8
(9.05545972991111, -14.381144423910584, 85.17761316433028)	1.35	24.1
(9.211023259319239, -14.037920441479656, 29.616452579365998)	1.37	53.9
(9.349785312271042, -13.9580618365611, 21.71708881077031)	3.24	39.1
(9.349093144423096, -13.958495992179493, 21.725009967054852)	3.58	30.5
(9.421168685026448, -13.940947675433563, 23.095646046904875)	2.78	50.9
(9.766296494805278, -13.81871550363623, -5.779940095734461)	1.36	39.9
(10.149755134519314, -13.848387332645745, 17.81074091584468)	2.80	37.6
(10.47080113765722, -13.701551212554223, 20.028210492712603)	3.21	44.3
(10.60926192502459, -13.64815120297245, 21.561712788853892)	2.90	35.7
(10.613046193120244, -13.644790062531525, 21.6907313798293)	2.53	44.5
(10.792414567734351, -13.573553897752117, 31.04380102860977)	4.37	47.6
(10.991036178498327, -13.418395689048836, 75.10827655999682)	2.73	31.0
(10.966105504853822, -13.42992771011483, 117.15648622377805)	3.02	40.3
(10.896739498407978, -13.306621756906036, 119.0115995068237)	1.35	36.9
(10.900027783799056, -13.282850406979204, 168.4605824088576)		219
(8.667172865753884, -13.797907327833858, 148.29420081898178)	1.37	39.0
(8.665687361257923, -13.7961730119826, 148.29532815547066)	2.82	44.9
(8.664217518524957, -13.795708872510772, 148.27217229876246)	2.65	27.5
(8.663989823152253, -13.798037303099484, 148.24879564111777)	2.82	38.2
(8.663989823152253, -13.798037303099484, 148.24879564111777)	2.50	40.2
(8.614494050301381, -13.765521992953637, 135.5113624505523)	1.18	33.2
(8.511860026709154, -13.561784823312848, 115.8563563707909)	2.44	29.6
(8.368692412286137, -13.196977297140165, 106.16404908503866)	2.58	33.8
(8.28763740595281, -12.818036822105302, 96.52105657848111)	2.97	44.8
(8.227032348637463, -12.423763896102134, 102.92234819622036)	4.11	41.8
(8.141967197478753, -12.045911815155673, 103.1938797383322)	2.73	39.8
(8.079293369272115, -11.897891499859824, 103.39423588469357)	2.83	39.9
(8.082687324193621, -11.863896101942768, 103.63061709428567)	1.57	35.4
(8.091632349062102, -11.863184078857564, 103.65084316448733)	2.88	47.0
(8.068477387229548, -11.872036628110983, 103.40869823654604)	2.64	37.0
(8.058165078129234, -11.877197261076038, 103.10641060871956)	1.35	32.4
(8.062208821851513, -11.873246766584455, 103.5134223513271)	2.88	35.6
(8.029365571851445, -11.705372075847926, 90.97189264727886)	2.88	45.5
(8.14446085898189, -11.36870263081878, 36.468773806445135)	2.70	38.6
(8.383511321921006, -11.149886225013088, 74.36603414552513)	2.85	37.8
(8.368289280267476, -11.09437261838984, 116.25950765624958)	2.56	45.1
(8.347731440719494, -11.000232037996469, 134.57816254331797)	2.57	46.0
(8.393106866393424, -11.002660733912398, -168.5398839856657)	2.45	34.1
(8.080418493075527, -11.189855803352273, -134.34474371049114)	1.33	43.6
(7.87919099432901, -11.513661431859163, -103.72355526843822)	2.87	38.0
(7.90868856629066, -11.865168569045235, -61.82001367778951)	2.91	39.3
(7.994469083565036, -11.970109206408853, -79.06055339348464)	1.57	46.0
(8.03694460760475, -12.175539443539387, -65.61581344879835)	2.78	51.2
(8.075476329907524, -12.291458326959656, -78.6906447297402)	1.38	46.4
(8.102711958070548, -12.396527987726508, -78.56446851999561)	3.32	38.7
(8.116289577090555, -12.432237338307335, -77.75527012649557)	2.87	43.5
(8.157586572439303, -12.590842754547552, -78.4370972606204)	2.82	44.2
(8.242583961104632, -13.01703322942306, -78.39284049893119)	1.46	46.6
(8.345897450738903, -13.398916521155016, -95.49654930918837)	1.34	31.5
(8.243565981918088, -13.739799214728336, -133.812067766351)	2.83	41.5
(7.938982564374406, -13.966169296719325, -154.69496923870125)	3.79	41.0
(7.592168683220855, -14.120101469118383, -155.0874619017599)	3.28	41.7
(7.517668629849014, -14.146389559792638, -130.4142710983156)	4.71	41.4
(7.388674512993791, -14.22840237721216, -154.73727245935643)	2.58	30.0
(7.014284282831234, -14.268193811415717, -179.66492515113526)	2.98	39.2
(6.615015559493308, -14.277219418912441, 179.5466599084194)	2.87	42.3
(6.233591565937557, -14.23830940492756, 161.382110354836)	1.31	34.9
(5.879022596272645, -14.063681159981865, 155.95579693502538)	1.76	43.3
(5.520989505344202, -13.894608248146728, 155.98625583899715)	2.88	41.9
(5.304548541605975, -13.810465643997366, 170.33727873016073)	2.86	44.8
(4.943062359964308, -13.755728850284028, 176.34203374738158)	6.52	36.6
(4.689603977982324, -13.73108100829298, 178.23662777957833)	3.14	46.5
(4.499675601489383, -13.715501347871184, 171.7996137232756)	2.85	43.7
(4.378379332514328, -13.714946265384114, -156.74061578928888)	2.95	38.3
(4.229755860375558, -13.830719434836077, -145.6524616019974)	1.65	43.1
(4.1366447567692965, -13.843062269388469, 174.60567887157939)	2.50	49.3
(3.783371892677705, -13.863597888391627, -161.7599848377663)	12.0	46.6
(3.490260598089037, -14.08783228160383, -130.3702263978039)	2.52	45.4
(3.232946832853626, -14.377361462717634, -130.00115154976544)	2.55	45.8
(3.038157935622916, -14.663703241291927, -102.22019101784672)	2.80	32.5
(2.928820554571388, -15.031305711989432, -120.15545990464477)	2.87	37.7
(2.6457549561740556, -15.323164347555396, -168.07636463502575)	2.88	40.7
(2.2885755986146314, -15.309212947854029, 173.27477646474287)	2.87	36.5
(1.9135304602608585, -15.176199895119264, 158.09444428314228)	1.33	35.0
(1.5256905816322082, -15.033256387692942, 155.36684077371987)	2.90	43.4
(1.209836150969526, -14.827639427326732, 139.34056845688866)	2.97	44.1
(0.9324644801146036, -14.574360665680095, 131.4812910576469)	2.86	38.8
(0.7099621849809772, -14.276823671615308, 117.59739549761667)	1.52	43.4
(0.5438405702678253, -13.926366920379166, 121.8511086739925)	2.91	41.6
(0.39184253120826185, -13.572950537340795, 88.8813628553423)	3.36	33.0
(0.517256473889578, -13.236931394949568, 48.939397628593056)	2.95	39.1
(0.6209027937395106, -13.117461373923799, 49.48941033220828)	2.49	46.5
(0.7866876789584474, -12.929475853638117, 38.22569922010655)	2.93	45.2
(1.128447975876533, -12.716551572502597, 27.768491167062617)	13.4	32.0
(1.4588661029090595, -12.53830929648963, 26.756075968504465)	2.88	37.9
(1.7940134253709772, -12.38011240213251, 18.987510298365866)	2.81	44.7
(2.1539421152067533, -12.253000875640012, 17.659946284191573)	5.69	38.4
(2.438758974830467, -12.174858291492015, 17.501208509190015)	2.75	14.5
(2.5920257958506348, -12.120525793770458, 17.190919723395396)	2.87	40.0
(2.6542532862511123, -12.09448718040162, 16.638266172805466)	1.47	37.3
(2.95644590787564, -12.00765241960961, 9.158769033366847)	2.95	44.9
(3.253568204189044, -12.01148656567186, 22.713952235567504)	1.36	41.8
(3.573040510327939, -11.804850789811116, 41.11400879245549)	2.84	42.0
(3.801796001538939, -11.504801848609572, 55.21197423935872)	2.77	40.1
(4.017239159567374, -11.236140724844846, 74.4571072966304)	2.62	45.9
(4.033485269336367, -10.836867776899526, 101.53295709371719)	2.76	39.3
(3.9499648539988534, -10.498604573894905, 96.03407622176746)	2.52	38.6
(3.8769062597380923, -10.121119440734487, 97.03160254589201)	2.30	36.4
(3.8002108975722173, -9.72528728075823, 98.00312384866393)	3.06	39.0
(3.679776679174317, -9.380448961292052, 83.23547640894567)	2.90	43.3
(3.663631865220271, -9.046316947166101, 75.19520824699637)	1.29	45.9
(3.7433828908957487, -8.708728783698705, 49.672918474104975)	2.65	43.2
(4.038571334617924, -8.473298618817198, 36.52949504051865)	2.86	41.7
(4.298008385612082, -8.210812676805402, 46.712953105131795)	2.86	45.4
(4.542960749702797, -7.922674622425056, 73.06314207512483)	1.28	43.5
(4.5797637435162635, -7.554019353331695, 104.59250018491612)	1.28	45.3
(4.4555393674165344, -7.205407854205763, 112.61173558813066)	4.65	47.6
(4.288143387428903, -6.8743117149729365, 120.73590570255966)	1.28	40.1
(4.105414616355127, -6.5479051906095265, 118.06218323849006)	1.32	41.6
(3.916708261489859, -6.213766936814058, 114.80983637112644)	5.33	43.0
(3.9253990218604535, -6.2210067073771596, 114.9198106467649)	1.50	37.6
(4.0420445332663455, -6.439332305902985, 116.3548138553759)	2.58	38.6
(4.15289978279549, -6.678987061043868, 115.5065723982327)	2.60	53.6
(4.275818550464113, -6.9312266706938495, 115.01097922827826)	1.38	43.2
(4.37813524545815, -7.1711032883369015, 114.52905426380549)	2.86	24.8
(4.465024447637521, -7.427121461543166, 105.72897056359737)	1.76	51.3
(4.46333612368835, -7.6878587029897485, 67.22596657238088)	3.21	40.0
(4.333131496096847, -7.919206859323344, 59.497265325260194)	1.31	43.8
(4.299751003003472, -7.958671097819767, 45.5499653360781)	2.20	44.2
(4.567750555293365, -7.841422648302332, 19.493401157783975)	3.07	41.1
(4.9302479582297245, -7.738778012886465, 10.986276156147442)	2.86	29.0
(5.31274182773101, -7.6609314470162175, 17.981050431556117)	3.22	34.1
(5.636529673079679, -7.445636131841297, 50.09457068530776)	2.73	31.3
(5.870230008881563, -7.146849719355352, 79.46755635703717)	2.90	31.8
(5.886509199178093, -6.750981378395251, 105.69278983000804)	2.60	33.3
(5.81311732557722, -6.547207268844144, 120.20225183983962)	1.27	32.1
(5.613475334088079, -6.262112762050805, 125.43518954032253)	1.30	32.7
(5.406114617807372, -5.949750964438673, 122.80660798416037)	2.53	33.1
(5.201044024702814, -5.625556369675569, 121.99830010386665)	1.64	39.9
(5.113517876586453, -5.492391483995331, 122.30268419190264)	1.37	28.5
(4.928205290981715, -5.163863499608878, 114.51422063343631)	3.11	33.7
(4.79592451384001, -4.825986226589728, 116.18364903149909)	3.02	38.3
(4.692505238028009, -4.6547204086258365, 121.60902863518629)	2.75	50.5
(4.8258060784812, -4.8471334027506074, 122.4553481381018)	2.91	44.1
(4.958425688945798, -5.069461034684043, 122.44969060273796)	3.30	51.5
(5.078093220602675, -5.276730718641192, 122.16908594098484)	1.41	34.9
(5.225317488333662, -5.511361993855262, 121.80520960500384)	1.24	45.3
(5.358656262642725, -5.723622909192745, 121.57497084956532)	2.84	43.6
(5.473841400061005, -5.9485364908544, 117.09997343316988)	2.93	30.3
(5.5951702565509365, -6.176226776081354, 117.78771628397446)	1.32	48.5
(5.6966989293156125, -6.417961048656128, 117.12366968665535)	1.48	28.3
(5.834625599544438, -6.64332843103981, 117.39626249109983)	2.45	28.8
(5.986647146858946, -6.878197741268702, 121.9253131156961)	2.57	40.4
(6.004309715945421, -7.1412491445986035, 65.03366692997159)	2.85	42.3
(6.034907250407326, -7.11512974213889, 42.31257712565601)	1.32	45.2
(6.254681547407081, -7.024415460903176, 6.4699315096058525)	3.13	36.1
(6.617960852794063, -6.987309334735583, 9.701823536793595)	2.88	36.7
(6.944334243638849, -6.835215785693954, 32.62228326142006)	3.17	45.9
(7.2427187761415865, -6.595523415544424, 63.84405314856046)	2.87	34.6
(7.337065722620967, -6.416983047684678, 67.50736769584447)	3.80	39.3
(7.321129304263859, -6.274884897332457, 108.94638391800099)	3.18	37.4
(7.1825847877160065, -6.0397349454799425, 134.04875107626913)	2.81	34.0
(7.109485536006101, -5.953195574957151, 120.68796976597692)	1.43	38.4
(7.026334626451611, -5.635260461512132, 122.78626428876827)	1.28	42.4
(6.8252623562310255, -5.303628935487179, 118.46222882646377)	2.41	49.9
(6.645726333744971, -4.963989351654268, 118.12449157342554)	3.72	44.5
(6.494459263215237, -4.660168619518256, 118.1914618149701)	1.16	36.3
(6.456934688834476, -4.534383542558933, 121.24140291409388)	2.65	34.0
(6.231224197733777, -4.247551440622907, 119.12063465085116)	2.83	44.9
(6.338175135697462, -4.423183621129965, 123.1294337780123)	2.81	37.3
(6.501342688101452, -4.635051984605374, 123.96000196214504)	3.72	33.6
(6.6364415829500665, -4.853943309489514, 120.85624513713523)	1.41	34.8
(6.748507943782037, -5.042566991489487, 114.73703225171005)	1.47	45.4
(6.875393288170336, -5.308318480370843, 118.65874802061825)	2.99	37.3
(6.966021478640041, -5.50996691623633, 109.09449258259532)	3.77	33.1
(7.051018002739109, -5.75735893782138, 102.15860245533597)	1.31	43.1
(7.102258788109754, -6.022583332689436, 101.18913583925334)	3.28	41.4
(7.039563562530017, -6.353840499788831, 75.5714252621728)	7.19	44.4
(6.896841834332243, -6.557144470575727, 40.21034446751416)	2.73	42.1
(6.879152498910312, -6.579372362031631, 26.451679343404926)	2.48	32.7
(7.251627687206451, -6.48565033995413, -22.907514156018507)	1.52	38.9
(7.585165742135175, -6.770719797489502, -53.990150302244274)	2.52	34.3
(7.771895256655753, -7.076289081591293, -63.166245087926505)	2.85	55.0
(7.952042781507711, -7.389841330263614, -64.1474184348315)	1.82	48.7
(8.124716278931881, -7.72260642218758, -69.17135245110228)	2.91	31.8
(8.267251886016336, -8.069159247351866, -68.55685078158176)	2.86	41.9
(8.427306447859525, -8.404438678965429, -62.549204602336374)	1.28	31.1
(8.59686977891382, -8.72413758625392, -62.38188774092276)	1.39	29.6
(8.62114840358668, -8.75048204449073, -121.49009116454354)	2.83	40.0
(8.614483994783182, -8.744602845755848, 178.31123226181862)	3.33	42.6
(8.558994899652511, -8.690867488988353, 128.47096931688264)	2.64	45.3
(8.397580120350817, -8.38106959446683, 114.34286386073684)	1.33	29.5
(8.27064770455879, -8.028654914738, 112.83159930150087)	3.34	43.6
(8.11074544590269, -7.680026819649525, 116.049721247845)	2.87	34.5
(7.948965684800402, -7.352527787261144, 117.28676791406401)	3.42	40.8
